event,block,n_windows,n_fire,evaluable,volatility_V,vol_tertile,MAE_B6_t1,MAE_B6_t3,MAE_B6_t6,MAE_B6_t12,MAE_M2_t1,MAE_M2_t3,MAE_M2_t6,MAE_M2_t12,MAE_M1_t1,MAE_M1_t3,MAE_M1_t6,MAE_M1_t12,MAE_B1_t1,MAE_B1_t3,MAE_B1_t6,MAE_B1_t12,SS_B6_t1,SS_M2_t1,SS_M1_t1,SS_B6_t3,SS_M2_t3,SS_M1_t3,SS_B6_t6,SS_M2_t6,SS_M1_t6,SS_B6_t12,SS_M2_t12,SS_M1_t12,n_fire_calm,SS_B6_t6_calm,SS_M2_t6_calm,SS_M1_t6_calm,n_fire_exc,SS_B6_t6_exc,SS_M2_t6_exc,SS_M1_t6_exc
es_valdesamario_2026_0722,B2026,178,171,True,1.1908145119384634,high,661.21728515625,842.6719360351562,926.1414184570312,900.5599365234375,773.0178833007812,842.990966796875,905.1536254882812,1084.789794921875,746.7864379882812,891.4677734375,945.8689575195312,898.0028076171875,833.2660522460938,1149.0030517578125,1340.6363525390625,1267.1749267578125,0.2064751907581992,0.07230364033541481,0.1037839163430504,0.2666060070545617,0.2663283482953176,0.22413802811604366,0.3091777522644449,0.3248328498820805,0.294462696220248,0.28931679635770124,0.14393050871246893,0.2913347726072729,149,0.31561121140193227,0.35199716606158615,0.30753724436403385,22,0.2560648810151134,0.10057171035597234,0.1865230516547376
es_valmojado_2025_0717,A2025,181,27,True,1.1462784863860478,high,98.14511108398438,124.51183319091797,127.04469299316406,117.77780151367188,115.23938751220703,116.72325897216797,116.43709564208984,116.28490447998047,160.75283813476562,143.71490478515625,127.13447570800781,120.9736328125,201.05184936523438,220.9851837158203,220.9851837158203,220.9851837158203,0.5118417891014162,0.42681757031311307,0.20044088804804205,0.43656026572787754,0.4718050458881884,0.3496627132705471,0.4250985932317555,0.4730999894009902,0.42469230936541624,0.4670330402551772,0.47378868336476787,0.45257129560292997,18,0.6258006264065379,0.6960893040098186,0.6245031928879836,9,-0.0007081997780058469,8.980924444679239e-06,0.000776167414202944
es_villablino_2025_0809,A2025,181,181,True,0.8942853153911272,mid,2119.468505859375,3397.634033203125,4007.519775390625,4723.853515625,2996.69677734375,3823.772705078125,4014.953125,4482.54833984375,2510.728759765625,3129.83056640625,3583.45263671875,4337.71337890625,2372.323486328125,3242.054931640625,3628.439453125,4120.25048828125,0.10658537165187287,-0.2631906207622756,-0.0583416529133316,-0.047987805525481875,-0.17942872212320138,0.03461519548577929,-0.10447475482583601,-0.10652339025310575,0.012398392473520592,-0.14649668243727132,-0.08793102569684574,-0.052779046138943464,156,-0.11416373469159757,-0.13155156775308297,0.009947827243238838,25,-0.05819608415754418,0.013019811122229386,0.024104355182972603
fr_coustouge_2025_0805,A2025,181,133,True,1.114590777387728,high,183.81744384765625,242.97923278808594,294.1544189453125,237.34104919433594,222.3855438232422,243.2292938232422,242.55027770996094,233.06124877929688,189.5979461669922,251.53585815429688,260.7218322753906,249.9653778076172,217.9044952392578,339.4962463378906,432.0977478027344,429.5797119140625,0.15643115280469178,-0.02056427784596271,0.12990346546630538,0.2842947885018562,0.2835582235534845,0.2590909005104267,0.3192410271955344,0.4386680353152582,0.39661376713674057,0.4475040542840718,0.45746681624964447,0.41811642664907134,111,0.26461788813418363,0.4010921168631638,0.35864755259011927,22,0.6711575334676061,0.680756026534105,0.6412157815878519
fr_montalba_le_chatea_2026_0704,B2026,181,122,True,0.8757566028968242,mid,212.75033569335938,312.11700439453125,351.6997375488281,320.7142639160156,264.0674743652344,309.77044677734375,308.1209716796875,292.6554260253906,249.9832763671875,353.5501403808594,383.0467834472656,317.4359436035156,321.0196533203125,563.0885009765625,690.4918823242188,506.1975402832031,0.3372669445846118,0.1774102562445029,0.22128357631189988,0.44570524197665595,0.4498725400356962,0.37212331672961074,0.49065333488788443,0.5537659752891779,0.44525519668976066,0.3664246891903403,0.42185529810820843,0.3729010547425433,87,0.4493941841680129,0.51383847073396,0.4015601398666201,35,0.6739569943793435,0.731153244220101,0.639380046676169
fr_porge_2026_0722,B2026,178,93,True,0.8632206517901245,mid,617.3594970703125,1591.9075927734375,1149.1787109375,1178.4183349609375,1179.1021728515625,1721.3272705078125,2336.936279296875,1658.72314453125,882.4882202148438,1293.1119384765625,1348.71240234375,1142.285400390625,961.0989379882812,1414.2784423828125,1960.9990234375,2256.225830078125,0.357652503120506,-0.22682704792036645,0.08179253421919397,-0.12559701475145935,-0.2171063483140394,0.08567372610311841,0.4139830274249364,-0.19170700819645603,0.31223198674543573,0.4777037301624487,0.2648239717768791,0.49371849875902196,60,0.2273828157636626,-0.10802372357809897,0.16057104484031814,33,0.6556773460090086,-0.30009818247338926,0.5086710445051631
fr_solaure_en_diois_2026_0703,B2026,181,122,True,1.0555303117903305,mid,336.4822998046875,604.905029296875,481.8782958984375,539.8740234375,469.5617980957031,523.5986938476562,579.2840576171875,542.1099853515625,442.7384033203125,475.6231689453125,533.30126953125,549.3754272460938,493.8811340332031,675.6417846679688,824.2901000976562,948.26806640625,0.3186978067842815,0.04924127337867701,0.10355271175321379,0.10469564934598585,0.2250350618782868,0.2960424003689345,0.4154020582785747,0.2972327854616258,0.3530175001882613,0.4306736221925972,0.42831567933521897,0.4206538776233193,95,0.41481060922364155,0.23766680089047865,0.3336349626234195,27,0.4164049338816602,0.3982368354372674,0.3858837105996079
gr_n37e21_2025_0808,A2025,301,132,True,1.0923623257834318,high,322.5467834472656,549.5952758789062,797.2731323242188,773.1080322265625,722.644775390625,771.0186157226562,753.5982055664062,756.4393310546875,516.3023071289062,759.7376708984375,876.8416137695312,821.6630249023438,512.2484741210938,858.7120971679688,1324.2318115234375,1470.5469970703125,0.370331392395682,-0.41073094777007446,-0.00791380201721048,0.3599772523393222,0.10212209858755394,0.11525914983141472,0.3979353725032395,0.4309167027943216,0.337848852338938,0.47427179561973754,0.48560683027356577,0.44125347470070897,118,0.4613123116896847,0.5136254739303729,0.3857278230125408,14,0.21563003482664567,0.19300291036904726,0.20012363099143182
gr_n37e22_2026_0731,B2026,181,72,True,0.7709836924374162,low,968.396728515625,1437.1063232421875,1256.34912109375,1130.7431640625,1082.46435546875,1334.25244140625,1265.0521240234375,1108.7528076171875,1129.00927734375,1451.208251953125,1346.74462890625,1300.3099365234375,1038.2291259765625,1450.7833251953125,1537.2193603515625,1749.826416015625,0.06726106570671753,-0.042606423173285224,-0.08743749245312227,0.009427322271769123,0.08032273446027816,-0.000292894707591973,0.18271318102159306,0.1770516579142487,0.12390862121444457,0.3537969516786612,0.3663641161951192,0.25689204104927266,53,0.10014763298905527,0.05993776373368409,0.14840334642009445,19,0.333660007887128,0.3911598855027024,0.07912730955412839
hr_knin_2026_0813,B2026,181,150,True,0.9540256518034672,mid,423.4066467285156,528.9337158203125,588.67529296875,638.8334350585938,481.91510009765625,561.6171875,579.5821533203125,592.2376098632812,484.9857177734375,550.6791381835938,591.147216796875,609.2634887695312,592.65673828125,782.6140747070312,932.556640625,1068.683349609375,0.285578616795234,0.18685628801716314,0.1816751815225568,0.3241448973195161,0.28238297054619244,0.2963592708325128,0.36875116499709926,0.37850192892103995,0.36610046934984264,0.4022238343171529,0.44582498634440604,0.42989334587066486,115,0.34650558190587444,0.35931449793789527,0.3395602507324582,35,0.42881824444883443,0.4303119022938805,0.4377639739198401
it_bivona_2026_0714,B2026,178,172,True,0.8707838062402543,mid,1004.32421875,1976.4100341796875,2129.9755859375,2022.3336181640625,1508.0172119140625,1961.6748046875,2090.093994140625,2131.291015625,1354.6453857421875,1895.9842529296875,2059.55859375,2151.668212890625,1502.5953369140625,2392.17919921875,3156.003662109375,3057.257568359375,0.3316069908664704,-0.0036083400945028377,0.09846293778318616,0.17380351989301068,0.179963271427093,0.20742381944091492,0.3251035759211096,0.33774031404524074,0.34741565148455666,0.33851382392707163,0.3028748909864598,0.2962097027221423,136,0.2528163902712347,0.26735203587146794,0.29007440601593215,36,0.5604581212991565,0.5669117398285783,0.5341082430123038
it_custonaci_2025_0720,A2025,325,183,True,1.1989138239059,high,111.59080505371094,117.70487213134766,119.71350860595703,114.80492401123047,99.47218322753906,111.29740142822266,117.11982727050781,114.90756225585938,107.57964324951172,109.26953125,121.32395935058594,119.14485168457031,128.7655792236328,162.42459106445312,185.46066284179688,197.06939697265625,0.13338016474180336,0.22749399468951736,0.16453105015996983,0.27532603677826006,0.31477493217724795,0.32725992699812434,0.3545072751730862,0.36849235047534423,0.34582375857203385,0.41743910635115067,0.4169182835029276,0.39541677442133805,127,0.3111529689878152,0.32639134336964526,0.30926353763872405,56,0.46344955188133774,0.474285104028889,0.4376934414637673
it_niscemi_2025_0716,A2025,349,197,True,1.152766417570988,high,190.16104125976562,266.319091796875,271.1717224121094,269.83966064453125,228.05772399902344,266.85980224609375,269.0859069824219,268.72113037109375,223.05030822753906,269.3128662109375,277.36767578125,276.6631774902344,259.68121337890625,400.5101623535156,477.5670166015625,494.43194580078125,0.2677135215696266,0.12177811774831904,0.14106105202889008,0.3350503512023125,0.3337002969464071,0.32757544870178623,0.4321807976987032,0.4365483845654229,0.41920680001094,0.45424307038353007,0.45650532362775753,0.4404423503781676,148,0.33753719418592787,0.34213252163114716,0.3237947917448518,49,0.7413311735296515,0.7449548371189121,0.7308669260474521
me_n_a_2025_0810,A2025,373,130,True,1.0741930863862412,mid,152.0454864501953,188.47962951660156,188.65367126464844,154.65106201171875,227.431640625,233.95779418945312,197.62762451171875,183.05039978027344,216.4534149169922,257.8993835449219,300.7845764160156,338.6952819824219,210.35537719726562,255.27154541015625,308.3961486816406,283.90692138671875,0.2771970535005096,-0.08117816456729177,-0.028989217204597573,0.2616504545629522,0.08349442624503,-0.010294285367933753,0.38827487933580884,0.35917609426526576,0.024681152142021268,0.45527547811677493,0.35524502577753436,-0.19298001023748945,107,0.4447578765940535,0.4119889974768831,-0.006157777759820959,23,0.19245841979339673,0.17608315619023818,0.1315937154097836
mk_jegunovce_2025_0811,A2025,229,147,True,1.0043360991426216,mid,182.1793212890625,247.8430633544922,256.3940734863281,250.1307373046875,237.34295654296875,261.0021667480469,261.29669189453125,257.5894470214844,210.4349822998047,245.32769775390625,262.9083251953125,263.4059753417969,267.6367492675781,363.2544250488281,418.40545654296875,466.3890686035156,0.3193037884833855,0.11318995917979191,0.21372912025091217,0.3177149505579251,0.28148936736844055,0.32463947900722845,0.3872114489023224,0.37549406249749273,0.37164221669677777,0.4636865352491196,0.4476940726917743,0.435222664779645,125,0.4320555390598031,0.4115889342192628,0.40777199975613565,22,0.3210139669724128,0.322212019512655,0.31830886142626524
mk_makedonski_brod_2025_0702,A2025,349,181,True,0.9756040185719405,mid,138.3856964111328,179.26998901367188,186.3173828125,184.81211853027344,157.57537841796875,179.67979431152344,184.927490234375,184.61329650878906,147.50015258789062,181.79454040527344,191.3984375,188.43405151367188,180.56077575683594,274.87237548828125,319.66851806640625,335.59002685546875,0.23357830164897486,0.12730005862304217,0.18309969610159726,0.3478064549221507,0.346315561931818,0.3386220056404906,0.41715442002394676,0.42150233825665895,0.40125965904393535,0.44929198205920473,0.4498844371549279,0.43849925076937324,142,0.6511296993870465,0.6510346040337869,0.6133303150540834,39,0.21819547195176214,0.22632149271898705,0.2209271601822851
mk_prilep_2026_0812,B2026,181,98,True,0.892507662968877,mid,231.00962829589844,300.14117431640625,314.8382568359375,310.0661315917969,281.0015869140625,311.9799499511719,324.3605041503906,323.52264404296875,256.7126159667969,300.8394775390625,319.8003845214844,319.92755126953125,299.1408386230469,404.5939025878906,493.1938781738281,522.6408081054688,0.22775629914243134,0.060637831305414,0.14183360203022832,0.2581668374223557,0.2289059524731717,0.25644090132151554,0.36163389131733803,0.34232658087441126,0.35157268029030675,0.4067318763038006,0.3809847240675436,0.3878634306623643,97,0.35828902011020347,0.3426338272892321,0.3544871793687022,1,0.9273260497897391,0.2903480873286193,-0.1413506451766755
mk_vasilevo_2025_0701,A2025,565,385,True,0.9246789573678716,mid,145.8125457763672,206.46070861816406,235.02093505859375,239.9051513671875,184.06753540039062,208.73599243164062,234.93287658691406,243.2467498779297,156.77310180664062,198.14955139160156,233.68336486816406,246.31137084960938,174.695068359375,250.56805419921875,320.6849060058594,370.792724609375,0.16533107004252667,-0.05365043861304075,0.10258999707917393,0.17602940535263256,0.16694890296876697,0.20919866650654872,0.2671281664429208,0.26740276144265585,0.2712991460100267,0.3529939088747649,0.3439818698325682,0.3357168183138033,333,0.23347496465674367,0.23397834440594345,0.24089634402594307,52,0.41828634915346596,0.41753372936604183,0.407857244702192
pt_cambra_e_carvalhal_2026_0702,B2026,181,128,True,0.8007954026354461,low,304.16546630859375,458.9833984375,294.60028076171875,209.41342163085938,436.23687744140625,479.5372314453125,619.276611328125,595.3594360351562,329.7838439941406,319.34844970703125,322.8927001953125,353.9293212890625,361.86090087890625,465.49530029296875,590.0640869140625,758.1343383789062,0.1594409189558167,-0.20553747691958923,0.08864471626211956,0.013989189260064205,-0.030165570186221347,0.3139598842221545,0.5007317216975034,-0.04950737565954766,0.4527836766274188,0.7237779493293481,0.21470456369488056,0.5331575113114413,97,0.35206967136905987,-0.16594909828718252,0.4033463367040888,31,0.8806284952848725,0.2480517967505541,0.579117644648725
pt_castedo_2026_0808,B2026,181,123,True,0.8410338498887994,mid,331.35205078125,518.8438720703125,567.9208374023438,742.9158935546875,477.60552978515625,526.1243896484375,560.3323364257812,725.73681640625,373.6331787109375,467.8034973144531,526.7916259765625,721.8798217773438,407.1341552734375,530.943115234375,608.6057739257812,823.4375,0.18613546299325112,-0.17309128600224932,0.0822848590042764,0.02278820991721775,0.009075785046784857,0.11891974132115846,0.06684940936560846,0.07931807348559083,0.13442880671584934,0.09778715014231498,0.11864978652751423,0.12333380277514228,98,0.03298959374448818,0.05092345228996409,0.12505085542947847,25,0.13864888156931854,0.1395286887292263,0.1543141177436661
pt_cerdeira_2026_0727,B2026,181,69,True,0.969917402743779,mid,25.097898483276367,36.19221878051758,37.56999206542969,40.658939361572266,30.09676742553711,39.92559051513672,56.16001892089844,77.24317169189453,33.166080474853516,39.668907165527344,37.462669372558594,37.10910415649414,33.60725021362305,40.16667175292969,42.16231918334961,43.475364685058594,0.2531998802715887,0.10445611484937634,0.013127219155546932,0.09894902412775142,0.006002021757637532,0.01239247778516872,0.10892017343613025,-0.331995488120034,0.11146563808204746,0.06478209772106325,-0.7767112996395658,0.14643374643737905,49,-0.02802159916168856,-0.07822104623002124,0.00599769083101076,20,0.9017117953826582,-1.8011633714268926,0.7220473040282671
pt_entre_ambos_os_rio_2025_0726,A2025,181,168,True,1.129784777885202,high,656.9616088867188,877.0465087890625,1136.9669189453125,1059.0555419921875,931.4756469726562,1039.6583251953125,1197.1419677734375,1153.4154052734375,872.375,1082.4287109375,1117.331298828125,1137.34765625,987.0969848632812,1276.5784912109375,1567.4935302734375,1635.8154296875,0.3344507997076783,0.05634840217684267,0.11622159384791442,0.31297094943444237,0.1855899716678503,0.15208605002366193,0.2746592588825696,0.2362699145784639,0.28718602198427257,0.3525824963061356,0.2948988105010223,0.3047212811366655,141,0.24403057885743995,0.16959987972710378,0.23218149997549797,27,0.4407191796758867,0.5977350201241616,0.5854051785366816
pt_ervededo_2025_0819,A2025,181,130,True,1.2680483097791828,high,242.42044067382812,387.600830078125,642.8202514648438,799.7340087890625,320.72723388671875,406.8399658203125,642.8981323242188,801.763671875,303.75408935546875,388.73101806640625,650.9990234375,810.6318359375,333.71307373046875,416.4407653808594,843.1284790039062,1092.8070068359375,0.27356624670442276,0.03891318880194161,0.08977467990719801,0.06925339135893327,0.02305441819982823,0.06653946879842787,0.2375773473761814,0.23748497609313923,0.22787684243971096,0.2681836739823118,0.2663263807244527,0.2582113485119705,106,0.20351840046357828,0.20211369006190572,0.19210607241155464,24,0.2925596712408486,0.2945856609014742,0.2856226150004014
pt_lazarim_2025_0908,A2025,445,329,True,1.13065829306105,high,193.12310791015625,231.98753356933594,251.83045959472656,244.1083984375,216.15676879882812,233.2632293701172,242.54739379882812,231.16452026367188,226.81182861328125,243.29405212402344,251.63803100585938,250.96490478515625,262.4534912109375,354.31915283203125,403.79510498046875,430.6486511230469,0.26416254926119254,0.17639972018851924,0.1358018231466792,0.34525827431261646,0.3416578598541127,0.3133477256891062,0.3763409796488063,0.3993305247953416,0.37681752972703597,0.4331611214828762,0.46321782348362095,0.41723977509115795,249,0.36624911608048993,0.4104676262333984,0.36661463774747227,80,0.40083213647904803,0.3723027325307451,0.40157827326264683
pt_lousa_e_vilarinho_2025_0814,A2025,181,172,True,0.9570809630795861,mid,1269.4921875,2233.3056640625,2611.301513671875,2569.232421875,2102.3291015625,2376.72705078125,2674.365966796875,2450.08349609375,1620.3076171875,2174.30322265625,2567.41064453125,2616.275390625,1903.608642578125,2930.992431640625,4159.533203125,4542.2548828125,0.33311282628939864,-0.10439144608801576,0.14882314518542017,0.23803772403042145,0.18910501947257663,0.2581682575552806,0.3722128454918835,0.35705141990748845,0.38276471922320765,0.43437070614492523,0.46060193465482213,0.4240139626411631,105,0.24576704791787418,0.18954571767283823,0.2404412794622487,67,0.4594555235672796,0.47262402046906205,0.4809624508471656
pt_medelim_2025_0728,A2025,205,120,True,0.8609322089469356,mid,80.34626007080078,125.02816009521484,176.57608032226562,71.65922546386719,89.40425109863281,127.93434143066406,144.69837951660156,70.61337280273438,124.72354888916016,201.1297149658203,220.43463134765625,94.65504455566406,108.99166870117188,182.6091766357422,233.03414916992188,154.03001403808594,0.2628220025597525,0.17971481523273947,-0.14434020852659102,0.31532378383911397,0.29940902320664964,-0.10142172847655839,0.24227379999353071,0.3790679175905175,0.05406725952889602,0.5347710255603269,0.5415609532745074,0.3854766218987725,101,0.028578176520064225,0.19183940987533443,-0.060637467764400155,19,0.7863813323129358,0.8557853670254725,0.3461260236083603
pt_pena_quinta_e_vila_2025_0803,A2025,181,174,True,0.9140636105069819,mid,649.5843505859375,1272.9063720703125,1457.0511474609375,1390.7647705078125,1115.392822265625,1325.397216796875,1340.1912841796875,1346.850830078125,881.4110107421875,1250.6904296875,1385.8609619140625,1394.36181640625,927.7086181640625,1478.3414306640625,2058.229248046875,2429.159423828125,0.2997970075221825,-0.2023094325381929,0.0499053328980581,0.1389632018237288,0.1034566242241387,0.15399081447260998,0.29208510235505414,0.3488619960816117,0.32667317635819526,0.4274707716317363,0.4455486054696173,0.4259899936049204,129,0.14179572147893038,0.23684157711164577,0.20526325626295594,45,0.6445624371814689,0.6115859538123575,0.6114188054642604
pt_real_2025_0728,A2025,229,223,True,0.7077307730046817,low,930.2877197265625,1775.0953369140625,2205.1513671875,1811.35498046875,1455.5869140625,1882.9381103515625,2131.8974609375,2212.6728515625,1256.0751953125,1782.401123046875,1953.85693359375,1868.045654296875,1317.3363037109375,1970.8228759765625,2260.9423828125,2393.8193359375,0.2938115217003121,-0.10494708903270222,0.04650377297419417,0.09931259751869637,0.04459292953023608,0.09560562505462222,0.024676000613336635,0.0570757233160778,0.13582188186359312,0.24332009802261767,0.07567257965357566,0.21963799596209477,146,-0.12760804655887514,-0.07918777890246442,0.00520512986006838,77,0.28256153042592413,0.28783072497231765,0.35701470656465806
pt_trancoso_sao_pedro_2025_0808,A2025,349,349,True,0.7537672993357668,low,5193.29345703125,8916.533203125,10376.033203125,10841.90234375,5506.11474609375,7145.408203125,7953.39892578125,9740.0087890625,5947.771484375,8455.546875,9802.8115234375,10599.6962890625,5517.001953125,9090.3037109375,12265.966796875,14912.845703125,0.058674711164528714,0.0019733919117217447,-0.07808036591431677,0.019116028830083898,0.2139527533576674,0.06982790191858579,0.15407946434613684,0.3515880926884999,0.200812158896846,0.27298232949073764,0.34687121539643684,0.2892237672088752,246,0.048721210968414974,0.23043163556605706,0.1191797790009802,103,0.2962907668469398,0.5151238067431929,0.3109986563438064
pt_vale_das_fontes_2025_0828,A2025,181,47,True,1.752420568790581,high,195.6534423828125,260.8357238769531,251.77230834960938,241.09825134277344,234.80108642578125,250.74197387695312,250.2772674560547,240.1356964111328,265.3379211425781,271.76104736328125,264.7476806640625,246.8967742919922,300.1872253417969,312.8467712402344,382.64678955078125,374.4425354003906,0.3482286191224857,0.21781785964264855,0.11609189618092142,0.16625086829917157,0.19851506575271993,0.1313285852817816,0.3420242499742794,0.345931354213439,0.3081147212162152,0.35611414690115917,0.35868478148628014,0.34062839835227054,42,0.18362537934039302,0.19376379332945903,0.17739155931904416,5,0.9537543954099714,0.9335970819947689,0.8129624714635064
pt_vilarandelo_2026_0722,B2026,178,120,True,1.3404838956373606,high,1163.3541259765625,1796.8297119140625,2013.105224609375,2051.983642578125,1805.6568603515625,2013.3509521484375,2043.9747314453125,2070.895263671875,1579.2086181640625,1819.32080078125,2008.1268310546875,2038.02099609375,1860.639892578125,2377.421630859375,3231.691650390625,3497.3515625,0.3747558941324186,0.029550603771252737,0.15125510075144522,0.24421074975053703,0.15313677388361924,0.23475046362575003,0.37707385407081007,0.3675217339506228,0.3786143455821478,0.413274986541155,0.4078675744592448,0.4172673351040185,88,0.3654633494596705,0.3678935118088299,0.3586818767201485,32,0.3948795517406646,0.366951388382027,0.40918272192598804
rs_zitoraa_2025_0706,A2025,181,85,True,1.01290635367773,mid,30.866966247558594,41.709686279296875,48.58125686645508,23.33536148071289,37.74956130981445,38.46054458618164,38.53377151489258,21.038623809814453,52.721954345703125,53.76085662841797,45.861656188964844,24.72528076171875,41.3411750793457,51.607059478759766,51.607059478759766,34.6458854675293,0.2533602107749493,0.08687739917014703,-0.27528920608846774,0.19178331994552822,0.25474256865940825,-0.04173454506828955,0.058631564031468075,0.25332363626041976,0.1113297937883787,0.3264608144426506,0.3927526017618397,0.28634294006162153,73,-0.07509935443545723,0.10815434250224043,0.08900786243389536,12,0.39084506811807207,0.6139520334924489,0.16678167115667752
tn_n_a_2026_0714,B2026,178,139,True,1.1822744621944328,high,951.024169921875,1669.0955810546875,1821.7149658203125,1967.99462890625,1417.2215576171875,1643.4752197265625,1871.0244140625,1958.1767578125,1155.9185791015625,1473.909912109375,1759.100830078125,1941.650146484375,1180.161865234375,1586.3616943359375,1919.03369140625,2161.843017578125,0.1941578541575687,-0.2008704901981675,0.02054233986623344,-0.05215323025899399,-0.03600283944988547,0.07088659706551703,0.05071235904911253,0.02501742286169517,0.08334030926311031,0.08966811516640094,0.09420955088301863,0.10185423701135721,109,-0.029931046893121538,-0.0829051887823582,-0.0010703639540452503,30,0.38713226343244955,0.4752373096923347,0.43547611005867337
tr_n_a_2025_0625,A2025,373,225,True,1.213762734700324,high,557.7700805664062,964.980224609375,979.470703125,1170.9241943359375,887.558349609375,1016.8936157226562,1003.0529174804688,1076.048828125,827.6068115234375,928.1012573242188,1102.855224609375,1065.8232421875,859.6333618164062,1146.138671875,1451.3333740234375,1651.24609375,0.35115352039404635,-0.03248476505607378,0.03725605789111841,0.15805979826966565,0.11276563589020883,0.19023650444853046,0.32512355833885576,0.30887490397897344,0.24010896162884965,0.29088450306231795,0.34834133313146554,0.3545339812026429,167,0.28989964621635056,0.28518667673678433,0.22063353392081408,58,0.4193030367427618,0.37221083112246345,0.2921808326422207
tr_n_a_2025_0630,A2025,229,89,True,1.4916867331440586,high,149.06732177734375,199.06072998046875,200.0690460205078,195.44134521484375,193.1614990234375,193.75677490234375,193.90394592285156,194.4051971435547,205.38490295410156,189.30499267578125,200.16603088378906,196.92889404296875,218.97190856933594,218.9247283935547,265.7898864746094,265.7898864746094,0.31923997579743146,0.1178708708095575,0.0620490806515126,0.09073437504682891,0.11496167507385113,0.1352964369768539,0.24726614441885397,0.27046153450471866,0.24690125144054076,0.2646772689241731,0.26857564175179405,0.259080559253028,52,0.10026930614250651,0.1264506388132408,0.10751829631865839,37,0.5570753758043254,0.573977957678333,0.5406636014958524
tr_n_a_2025_0630_b,A2025,229,119,True,1.0120693939855077,mid,605.2774658203125,1023.483642578125,967.7134399414062,1078.461669921875,853.2222290039062,1006.4904174804688,1053.64453125,1182.0167236328125,846.36572265625,911.1935424804688,874.0873413085938,944.6292114257812,989.73779296875,1173.431884765625,1331.894775390625,1520.7386474609375,0.38844664706117416,0.13793104086220753,0.14485863966298684,0.1277860642225943,0.1422677101692189,0.2234798165021179,0.27343101135178627,0.20891308328694236,0.34372642834923883,0.29083036607078994,0.2227351322948643,0.3788352699505879,84,0.03835512288002163,-0.005494755251836514,0.21668106101418116,35,0.4516728661535505,0.3714838833089136,0.4400561389991914
tr_n_a_2025_0720,A2025,181,106,True,1.0076710726037448,mid,695.95068359375,1376.800537109375,1722.4954833984375,1543.5087890625,1151.4052734375,1402.4208984375,1425.217529296875,1392.120849609375,1041.482177734375,1544.3287353515625,1623.5516357421875,1589.6322021484375,1227.2537841796875,2123.09619140625,2822.026123046875,2991.6904296875,0.4329203196884558,0.06180344417751027,0.1513717935443032,0.35151287884067095,0.33944542686565926,0.27260538566146464,0.3896245433976707,0.4949665711251102,0.4246858232519559,0.4840680126039215,0.5346708216214769,0.46865083821039466,69,0.4301061499665445,0.6269339479882678,0.5014584643106609,37,0.3551699981564289,0.38264675311811136,0.35934329964782097
tr_n_a_2025_0723,A2025,181,128,True,0.7859647381190245,low,335.2452697753906,572.367431640625,700.074462890625,736.8255615234375,638.621826171875,649.7205200195312,708.298828125,637.994384765625,549.6155395507812,716.6716918945312,782.2950439453125,749.12841796875,607.2952880859375,924.1937255859375,1228.534423828125,1450.986083984375,0.44796991455011825,-0.051583700220483975,0.09497809330441254,0.38068457316376514,0.296986657632187,0.22454386774789836,0.43015478499236004,0.42346033258235116,0.3632290404141272,0.4921897806902936,0.5603028920761894,0.48371081829285345,91,0.3582568360533024,0.28606930552395593,0.2894191114379985,37,0.498407149586066,0.5538853456754139,0.43329651954626214
tr_n_a_2025_0726,A2025,205,88,True,0.8378074733964554,mid,325.1005554199219,626.3168334960938,850.2560424804688,831.3695068359375,612.7755737304688,828.5883178710938,889.9115600585938,833.2139282226562,547.6373291015625,799.5718994140625,891.2123413085938,854.1066284179688,600.0181884765625,1037.93408203125,1483.8785400390625,1611.4296875,0.45818216570176395,-0.02126166422770792,0.08729878590513107,0.3965735933149205,0.20169466229537814,0.2296505979943444,0.4270042867133276,0.40028005254718,0.39940344356948987,0.4840795640759613,0.48293497712871436,0.4699696579730732,70,0.33858597388618816,0.3246860948528648,0.312726044573978,18,0.9364619302456721,0.8358448571065772,0.8988304758289767
tr_n_a_2025_0808,A2025,373,139,True,1.0984763270548152,high,388.5962829589844,854.31689453125,925.6279907226562,858.6119995117188,813.151611328125,860.2692260742188,870.3201293945312,855.1373901367188,565.919189453125,872.9098510742188,986.602294921875,888.2162475585938,574.6776733398438,1091.3265380859375,1547.4317626953125,1532.8101806640625,0.323801322051392,-0.4149699023495146,0.015240689334278912,0.2171757354772802,0.21172151867301514,0.20013871136570793,0.4018295261624979,0.43757123876104886,0.3624259765720371,0.4398445349966683,0.44211135799851886,0.42053082712838585,92,0.5023860207493278,0.5654366351664777,0.48142248609750826,47,0.27017838998627164,0.2701663788931956,0.2066326857444709
tr_n_a_2026_0729,B2026,181,65,True,0.9079612728209351,mid,27.6054744720459,27.16094398498535,29.46458625793457,26.154163360595703,28.06433868408203,27.857513427734375,28.003686904907227,26.456323623657227,28.957963943481445,28.72284698486328,28.842044830322266,27.50983238220215,29.41384506225586,26.76461410522461,29.413846969604492,27.536924362182617,0.06148025143881919,0.04587997167039981,0.015498861771030548,-0.014807980350569627,-0.040833741081154784,-0.07316499583890557,-0.0017250136774871194,0.047942048048134844,0.019439896449896965,0.05021479462992995,0.03924188207487023,0.0009838418998483478,59,-0.05636001431119131,-0.011783894503644143,-0.022040185715113347,6,0.864774037714843,0.9951830556599915,0.6773027677849415
